subbasin,year,area_ha,avg_water_m3,avg_flow_liter_s,avg_water_m3_wip,avg_flow_liter_s_wip,avg_flow_liter_s_wip_vector,avg_flow_liter_s_wip_pct,avg_tn_kg,avg_tp_kg,avg_tsed_kg,avg_nitrate_kg,avg_dissolved_p_kg,avg_tn_kg_wip,avg_tp_kg_wip,avg_tsed_kg_wip,avg_nitrate_kg_wip,avg_dissolved_p_kg_wip,avg_tn_kg_wip_vector,avg_tp_kg_wip_vector,avg_tsed_kg_wip_vector,avg_nitrate_kg_wip_vector,avg_dissolved_p_kg_wip_vector,avg_tn_wip_pct,avg_tp_wip_pct,avg_tsed_wip_pct,avg_nitrate_wip_pct,avg_dissolved_p_wip_pct
1,2010,9601.8,3197951.667,1233.776667,3178859.966,1226.413333,-7.364166667,-0.68,6994.110833,839.3575,305657.3,11846.48667,19347.69833,4618.466667,440.8808333,170431.95,11775.76167,13121.83917,-2375.645,-398.475,-135225.35,-70.72083333,-6225.859167,-31.35166667,-49.28916667,-45.67166667,-0.68,-30.86166667
1,2011,9601.8,5664829.917,2185.505833,5660965.333,2184.014167,-1.49,-0.061666667,14709.15833,1633.105,645721.05,20984.78583,24400.475,10782.8225,994.5875,350465.7,20970.46833,18046.55583,-3926.335833,-638.5191667,-295255.35,-14.315,-6353.921667,-26.32166667,-35.84833333,-42.10666667,-0.061666667,-26.31416667
1,2012,9601.8,3817795.833,1472.915,3814715.083,1471.726667,-1.188333333,-0.0025,19511.6575,1394.661667,374470.2,14142.63583,50284.2875,14698.75583,776.9458333,201637.8,14131.2225,38291.30583,-4812.900833,-617.715,-172832.4,-11.41083333,-11992.9825,-24.915,-46.705,-48.1,-0.0025,-24.92416667
1,2013,9601.8,3575630.167,1379.4875,3588408.75,1384.416667,4.93,0.134166667,10297.13,922.5733333,284853.4,13245.55833,25802.17,8379.971667,649.7208333,208839.15,13292.89583,20403.36167,-1917.159167,-272.8516667,-76014.25,47.33666667,-5398.8075,-21.43583333,-42.83333333,-39.55416667,0.134166667,-21.64083333
1,2014,9601.8,4027859,1553.9575,4031155.75,1555.230833,1.271666667,-0.0825,10123.49833,1250.635,384872.15,14920.7925,22703.79583,7760.653333,852.9616667,235244.1,14933.00583,16985.70417,-2362.8425,-397.6733333,-149628.05,12.21083333,-5718.090833,-26.53166667,-48.20916667,-54.41333333,-0.0825,-26.50833333
2,2010,27.12,9053.833333,3.493333333,9055.416667,3.494166667,0,0.003333333,6.626666667,0.3625,368.38,0.095,19.09916667,6.25,0.371666667,372.9,0.095,18.05583333,-0.380833333,0.01,4.52,0,-1.043333333,-5.2675,6.2425,2.038333333,0.003333333,-5.2725
2,2011,27.12,16234.33333,6.263333333,16226,6.259166667,-0.003333333,-0.06,15.62583333,0.658333333,531.1,0.169166667,25.59833333,13.69916667,0.653333333,533.36,0.169166667,22.62833333,-1.925833333,-0.003333333,2.26,0,-2.969166667,-11.515,0.245,-0.191666667,-0.06,-11.46416667
2,2012,27.12,11326.08333,4.368333333,11321.5,4.3675,-0.001666667,-0.013333333,47.58916667,2.354166667,700.6,0.1175,121.8683333,37.73916667,1.3025,501.72,0.1175,97.23416667,-9.85,-1.0525,-198.88,0,-24.63333333,-19.54833333,-50.22083333,-24.65833333,-0.013333333,-19.54083333
2,2013,27.12,10736.5,4.140833333,10729.25,4.14,-0.0025,-0.1625,22.60666667,1.370833333,598.9,0.113333333,53.76333333,18.86083333,0.7675,438.44,0.113333333,44.74916667,-3.748333333,-0.604166667,-160.46,0,-9.013333333,-16.8425,-50.22166667,-26.5225,-0.1625,-16.7175
2,2014,27.12,11946,4.608333333,11930.66667,4.6025,-0.005833333,-0.2,16.81083333,1.9275,777.44,0.125,37.2225,13.62333333,1.3025,549.18,0.123333333,30.1575,-3.185833333,-0.625833333,-228.26,0,-7.065,-19.22583333,-47.2025,-28.81083333,-0.2,-19.06833333
3,2010,610.25,198023.5833,76.3975,197434.8333,76.17083333,-0.2275,-0.321666667,426.3616667,43.43,18358.35417,46.62166667,1199.386667,287.7841667,22.88333333,10170.83333,46.48333333,834.7366667,-138.5783333,-20.54416667,-8187.520833,-0.139166667,-364.6491667,-28.7,-44.6425,-43.02916667,-0.321666667,-28.4675
3,2011,610.25,352867.4167,136.135,353351.4167,136.3233333,0.186666667,0.165,1027.456667,91.18166667,39615.39583,83.07916667,1738.6525,736.7233333,52.125,20901.0625,83.19083333,1253.35,-290.7341667,-39.055,-18714.33333,0.113333333,-485.3041667,-27.74666667,-36.32666667,-43.5725,0.165,-27.91083333
3,2012,610.25,248059.5,95.7,247530,95.49666667,-0.205,-0.103333333,1748.4675,86.80833333,24511.70833,58.40166667,4645.229167,1338.125833,46.93833333,13679.77083,58.2775,3580.465833,-410.3416667,-39.86833333,-10831.9375,-0.124166667,-1064.763333,-24.05666667,-49.14333333,-45.05166667,-0.103333333,-23.99416667
3,2013,610.25,227170.75,87.6425,228532.4167,88.16916667,0.525833333,0.19,796.4275,53.955,16120.77083,53.48333333,2013.655833,656.9341667,37.12333333,12967.8125,53.80416667,1617.546667,-139.4933333,-16.83333333,-3152.958333,0.320833333,-396.1108333,-19.51833333,-44.49833333,-35.37333333,0.19,-19.8725
3,2014,610.25,259187.5,99.99416667,259357.6667,100.06,0.065,-0.21,729.1975,84.01083333,25477.9375,61.0225,1647.674167,538.5466667,53.4475,16019.0625,61.0625,1200.7075,-190.6516667,-30.5625,-9458.875,0.04,-446.965,-28.3525,-53.1675,-51.26166667,-0.21,-28.25666667
4,2010,1147.7,380375.5833,146.7508333,377079.75,145.4783333,-1.270833333,-0.933333333,783.7833333,75.93833333,30031.48333,168.4241667,2213.126667,550.3233333,44.3775,19128.33333,166.9658333,1613.308333,-233.4616667,-31.56166667,-10903.15,-1.46,-599.8175,-26.82416667,-40.59,-38.3175,-0.933333333,-26.11833333
4,2011,1147.7,677364,261.3291667,675923.5833,260.7741667,-0.555833333,-0.255,1801.699167,161.0608333,62740.93333,299.9258333,3033.458333,1333.053333,98.60666667,38161.025,299.2883333,2268.330833,-468.6458333,-62.455,-24579.90833,-0.6375,-765.1275,-25.71583333,-34.46833333,-36.55,-0.255,-25.55916667
4,2012,1147.7,457509.5833,176.5083333,456281.5833,176.0341667,-0.475,-0.141666667,2719.378333,133.0366667,37491.53333,202.5791667,7267.775833,2091.874167,73.835,21901.94167,202.0341667,5632.45,-627.5058333,-59.20333333,-15589.59167,-0.544166667,-1635.323333,-23.46916667,-43.62833333,-43.02,-0.141666667,-23.36166667
4,2013,1147.7,425292.6667,164.0775,426130.5833,164.4033333,0.3225,-0.145,1389.4825,100.0433333,30892.25833,188.3133333,3518.291667,1114.033333,68.00083333,23719.13333,188.6833333,2763.983333,-275.4491667,-32.04083333,-7173.125,0.3725,-754.3083333,-21.24916667,-49.55,-37.19333333,-0.145,-21.25416667
4,2014,1147.7,481312.9167,185.6916667,480197.5833,185.2616667,-0.429166667,-0.489166667,1263.14,134.5691667,40934.63333,213.1175,2898.96,945.5133333,83.9725,25727.60833,212.6241667,2142.879167,-317.6275,-50.595,-15207.025,-0.494166667,-756.0808333,-27.10666667,-53.37166667,-52.30333333,-0.489166667,-26.79166667
5,2010,2.2614,726.5,0.28,711.75,0.275833333,-0.006666667,-1.919166667,2.410833333,0.3625,181.8533333,0,6.854166667,0.468333333,0.06,95.1675,0,1.380833333,-1.940833333,-0.301666667,-86.6875,0,-5.4725,-79.50916667,-77.85416667,-45.2075,-1.919166667,-79.32
5,2011,2.2614,1284.583333,0.495833333,1266.833333,0.488333333,-0.0075,-1.573333333,5.325,0.56,263.8291667,0,8.684166667,2.228333333,0.11,132.4791667,0,3.529166667,-3.098333333,-0.449166667,-131.3491667,0,-5.155,-61.47083333,-70.29166667,-43.42666667,-1.573333333,-61.15583333
5,2012,2.2614,938.1666667,0.361666667,946.1666667,0.364166667,0.004166667,1.399166667,13.23666667,0.74,207.2958333,0,35.06416667,10.70083333,0.555833333,150.76,0,27.91916667,-2.535833333,-0.1825,-56.535,0,-7.145,-23.42583333,-45.79916667,-34.21166667,1.399166667,-24.58583333
5,2013,2.2614,836.1666667,0.321666667,862.8333333,0.335,0.01,3.0175,5.493333333,0.363333333,167.3425,0,13.7075,4.733333333,0.283333333,125.8841667,0,11.375,-0.76,-0.079166667,-41.46,0,-2.330833333,-16.01833333,-38.05666667,-28.79583333,3.0175,-18.55833333
5,2014,2.2614,990.25,0.3825,997.9166667,0.385,0.0025,0.609166667,4.516666667,0.67,212.7591667,0,9.691666667,3.4675,0.5475,161.5008333,0,7.309166667,-1.05,-0.1225,-51.25833333,0,-2.380833333,-29.875,-40.87916667,-30.88416667,0.609166667,-30.2425
6,2010,809.45,276962.1667,106.8525,275874.0833,106.4333333,-0.418333333,-0.439166667,586.0425,77.50666667,20506.06667,86.4925,1578.2625,357.575,35.88583333,9645.945833,86.15166667,955.2066667,-228.4675,-41.61916667,-10860.12083,-0.340833333,-623.0533333,-38.55333333,-56.37333333,-55.75416667,-0.439166667,-38.26416667
6,2011,809.45,488079.5,188.3008333,486965.75,187.8725,-0.43,-0.234166667,1326.08,137.4041667,41079.5875,152.4216667,2114.759167,932.5541667,79.73166667,20033.8875,152.075,1500.900833,-393.5283333,-57.6725,-21045.7,-0.3475,-613.8591667,-29.35916667,-38.82416667,-47.025,-0.234166667,-29.21
6,2012,809.45,334572,129.0783333,335080.5833,129.2741667,0.195833333,0.341666667,2502.751667,222.9358333,37369.60833,104.4833333,6228.9325,1825.510833,116.7641667,19966.43333,104.6425,4599.22,-677.2391667,-106.1733333,-17403.175,0.159166667,-1629.71,-27.74583333,-59.20416667,-54.5275,0.341666667,-28.045
6,2013,809.45,311521.4167,120.1875,312726.3333,120.6508333,0.463333333,0.188333333,1208.980833,128.3658333,25700.0375,97.28416667,2898.8025,912.25,71.63666667,13625.74167,97.66083333,2152.44,-296.7325,-56.73083333,-12074.29583,0.376666667,-746.3633333,-26.74833333,-59.29083333,-56.0025,0.188333333,-26.95583333
6,2014,809.45,355510.5,137.1558333,355607,137.1941667,0.038333333,-0.1375,1141.999167,170.3216667,35818.1625,111.0225,2429.575833,815.3175,110.355,19898.97917,111.0525,1707.306667,-326.6825,-59.96583333,-15919.18333,0.030833333,-722.2708333,-32.10083333,-56.0775,-60.98916667,-0.1375,-32.02583333
7,2010,5.9395,2050.166667,0.7925,2050.333333,0.7925,0,0.009166667,1.015,0.009166667,3.465,0.004166667,2.8325,1.010833333,0.009166667,3.465,0.004166667,2.8275,-0.003333333,0,0,0,-0.005833333,-0.265833333,0,0,0.009166667,-0.275
7,2011,5.9395,3664.583333,1.415,3664.583333,1.415,0,0.000833333,1.884166667,0.024166667,6.93,0.008333333,3.2725,1.8725,0.024166667,6.93,0.008333333,3.2525,-0.013333333,0,0,0,-0.02,-0.800833333,0,0,0.000833333,-0.801666667
7,2012,5.9395,2470.75,0.9525,2470.75,0.9525,0,0,1.758333333,0.013333333,3.465,0.006666667,4.255,1.696666667,0.013333333,3.465,0.006666667,4.09,-0.060833333,0.000833333,0,0,-0.165,-3.808333333,2.7775,0,0,-3.808333333
7,2013,5.9395,2397.5,0.925,2397.5,0.925,0,-0.000833333,1.555,0.0175,4.455,0.005833333,3.6725,1.54,0.0175,4.455,0.005833333,3.641666667,-0.014166667,0,0,0,-0.0325,-0.746666667,0,0,-0.000833333,-0.745833333
7,2014,5.9395,2687,1.036666667,2686.916667,1.036666667,0,0,1.286666667,0.019166667,4.95,0.006666667,2.858333333,1.2825,0.02,4.95,0.006666667,2.8475,-0.005,0.000833333,0,0,-0.009166667,-0.3475,0.833333333,0,0,-0.345833333
8,2010,517.09,166182.75,64.115,165995.3333,64.04083333,-0.0725,-0.045,479.7291667,47.95833333,18787.60333,33.15166667,1387.145,328.1366667,25.51083333,10945.07167,33.11583333,986.2108333,-151.5925,-22.45083333,-7842.531667,-0.0375,-400.9358333,-27,-38.96083333,-35.8225,-0.045,-27.005
8,2011,517.09,295703.5,114.0841667,296515.8333,114.3975,0.3125,0.275,784.0375,88.9825,36067.0275,58.99,1336.144167,522.9933333,46.71,17796.51417,59.15416667,891.3116667,-261.045,-42.27083333,-18270.51333,0.164166667,-444.8325,-33.26166667,-40.96333333,-44.665,0.275,-33.515
8,2012,517.09,202933.6667,78.29166667,202150.25,77.99083333,-0.300833333,-0.375,1364.1275,68.16916667,24001.59417,40.485,3654.946667,1126.653333,61.87833333,16589.97083,40.3275,3033.715833,-237.4741667,-6.2925,-7411.623333,-0.1575,-621.2275,-20.20083333,-19.48583333,-32.79083333,-0.375,-19.90916667
8,2013,517.09,187201.5833,72.2225,188443.1667,72.70166667,0.479166667,0.366666667,694.8408333,49.64083333,17408.69667,37.34583333,1794.993333,626.6691667,58.4325,17796.51417,37.59416667,1574.248333,-68.17,8.789166667,387.8175,0.248333333,-220.745,-12.34666667,5.548333333,-6.6,0.366666667,-12.77416667
8,2014,517.09,209707.0833,80.905,210355.6667,81.15583333,0.25,0.108333333,611.4158333,67.48083333,23786.14,41.83583333,1441.834167,542.0841667,71.53083333,22062.50667,41.965,1251.238333,-69.33333333,4.05,-1723.633333,0.129166667,-190.5958333,-14.64833333,-0.840833333,-12.38333333,0.108333333,-14.77666667
9,2010,4.2242,1615.5,0.623333333,1620.75,0.625833333,0.000833333,0.333333333,0.72,0.015833333,23.93666667,0.000833333,1.785833333,0.679166667,0.011666667,12.6725,0.000833333,1.666666667,-0.04,-0.004166667,-11.26416667,0,-0.119166667,-4.1375,-54.64,-79.53666667,0.333333333,-4.464166667
9,2011,4.2242,2877.75,1.110833333,2887.75,1.114166667,0.001666667,0.56,1.5125,0.023333333,22.17666667,0.005,2.4475,1.438333333,0.01,5.631666667,0.005,2.314166667,-0.074166667,-0.010833333,-16.54416667,0,-0.1325,-4.9375,-49.17416667,-74.265,0.56,-5.47
9,2012,4.2242,1740.5,0.671666667,1747.583333,0.674166667,0.0025,0.4425,1.088333333,0.015,17.95,0,2.651666667,0.970833333,0.006666667,5.28,0,2.339166667,-0.116666667,-0.008333333,-12.67,0,-0.315,-11.42833333,-81.0575,-82.90583333,0.4425,-11.84083333
9,2013,4.2242,1780.416667,0.689166667,1788.583333,0.69,0.001666667,0.591666667,1.061666667,0.018333333,18.65666667,0.000833333,2.504166667,0.996666667,0.011666667,8.095833333,0.000833333,2.340833333,-0.066666667,-0.006666667,-10.55916667,0,-0.1625,-5.37,-51.51166667,-75.8975,0.591666667,-5.929166667
9,2014,4.2242,1969.916667,0.76,1982.166667,0.765833333,0.005833333,0.863333333,0.968333333,0.024166667,25.69666667,0.000833333,2.045,0.9,0.0175,13.025,0.000833333,1.913333333,-0.0675,-0.006666667,-12.6725,0,-0.1325,-6.798333333,-43.42083333,-82.18916667,0.863333333,-7.588333333
10,2010,4.173,1428.25,0.551666667,1420,0.548333333,-0.0025,-0.505833333,1.678333333,0.285833333,254.9025,0,4.686666667,0.951666667,0.195833333,245.5125,0,2.72,-0.7275,-0.0925,-9.389166667,0,-1.964166667,-41.65166667,-29.67833333,-3.871666667,-0.505833333,-41.38083333
10,2011,4.173,2472.416667,0.953333333,2463.25,0.951666667,-0.004166667,-0.4575,2.546666667,0.485833333,364.4416667,0.0025,4.148333333,1.5825,0.321666667,343.9241667,0.001666667,2.6425,-0.963333333,-0.164166667,-20.51833333,0,-1.505833333,-36.795,-37.05583333,-4.893333333,-0.4575,-36.48666667
10,2012,4.173,1760.75,0.6775,1767.166667,0.681666667,0.003333333,0.5825,2.8125,0.2525,243.425,0,6.9525,2.405,0.233333333,240.9908333,0,5.9225,-0.409166667,-0.020833333,-2.434166667,0,-1.029166667,-16.575,-9.518333333,-1.62,0.5825,-17.0975
10,2013,4.173,1639.416667,0.630833333,1663.25,0.6425,0.01,1.339166667,1.648333333,0.223333333,248.99,0,3.920833333,1.638333333,0.234166667,250.38,0,3.804166667,-0.008333333,0.009166667,1.390833333,0,-0.115833333,-3.123333333,3.084166667,0.358333333,1.339166667,-4.4175
10,2014,4.173,1837.25,0.706666667,1847.5,0.711666667,0.004166667,0.405833333,1.5725,0.2525,266.3791667,0.000833333,3.419166667,1.3525,0.255,267.4225,0.000833333,2.923333333,-0.22,0.003333333,1.0425,0,-0.4975,-17.23833333,0.569166667,0.228333333,0.405833333,-17.57583333
11,2010,1965.6,686258.1667,264.7608333,686390.75,264.8116667,0.0525,0.015,857.6566667,92.38333333,28992.6,520.4141667,2296.9775,695.33,65.19083333,22113,520.5125,1871.135,-162.3258333,-27.18916667,-6879.6,0.101666667,-425.8408333,-17.77,-33.70333333,-29.10583333,0.015,-17.78333333
11,2011,1965.6,1212388.75,467.7416667,1213078.333,468.0091667,0.2675,0.069166667,1588.531667,149.2216667,45208.8,919.395,2515.126667,1258.1475,111.7125,32760,919.9191667,1991.576667,-330.3841667,-37.51166667,-12448.8,0.5225,-523.5508333,-21.2475,-22.54416667,-25.39333333,0.069166667,-21.30416667
11,2012,1965.6,824469.3333,318.0825,825006.5,318.2891667,0.206666667,0.055,4333.658333,340.375,78951.6,625.2225,10444.92417,3917.439167,379.3625,72399.6,625.6291667,9371.873333,-416.2158333,38.98416667,-6552,0.408333333,-1073.05,-11.545,1.543333333,-16.50583333,0.055,-11.59083333
11,2013,1965.6,789103.25,304.4375,790493.8333,304.975,0.535833333,0.17,2137.2625,195.9041667,53890.2,598.4033333,4923.994167,2043.076667,219.9833333,52416,599.4583333,4666.218333,-94.185,24.0775,-1474.2,1.053333333,-257.775,-5.873333333,7.63,-7.435,0.17,-6.034166667
11,2014,1965.6,885617.4167,341.6733333,886873.6667,342.1575,0.485,0.1525,1960.686667,286.4866667,80589.6,671.5933333,4033.040833,1891.5625,312.8583333,79115.4,672.545,3871.539167,-69.12416667,26.37,-1474.2,0.954166667,-161.5,-6.33,3.285,-4.054166667,0.1525,-6.4625
12,2010,713.9,242588.6667,93.59083333,242255.5,93.46416667,-0.128333333,-0.274166667,252.8991667,21.12,12255.28333,66.815,707.2425,219.4041667,13.97916667,7733.916667,66.7225,622.485,-33.49416667,-7.138333333,-4521.366667,-0.090833333,-84.76083333,-11.17833333,-32.52833333,-35.15666667,-0.274166667,-10.9325
12,2011,713.9,433643.6667,167.3016667,433725.1667,167.3333333,0.03,-0.0475,407.875,36.825,22487.85,119.4375,685.4233333,352.4291667,25.105,12433.75833,119.4583333,600.4658333,-55.445,-11.72,-10054.09167,0.0225,-84.9575,-12.6775,-28.65833333,-42.04666667,-0.0475,-12.635
12,2012,713.9,289346.6667,111.6325,289341.3333,111.63,-0.001666667,-0.053333333,342.6725,16.6575,9399.683333,79.69166667,841.2741667,316.4366667,15.40916667,6841.541667,79.69166667,776.2791667,-26.235,-1.248333333,-2558.141667,-0.0025,-64.99333333,-7.7225,-10.83666667,-30.25833333,-0.053333333,-7.68
12,2013,713.9,279731.5833,107.9216667,280145.0833,108.0816667,0.16,0.083333333,258.1941667,14.93333333,8031.375,77.04416667,619.3008333,259.2066667,16.30166667,7733.916667,77.15833333,614.2741667,1.011666667,1.368333333,-297.4583333,0.113333333,-5.025833333,-1.386666667,-0.466666667,-13.3425,0.083333333,-1.471666667
12,2014,713.9,311318.25,120.1083333,311747.0833,120.2725,0.165833333,0.126666667,255.5175,18.32333333,9161.716667,85.745,565.9808333,242.0125,18.6225,7971.883333,85.86333333,533.5341667,-13.50416667,0.299166667,-1189.833333,0.118333333,-32.44583333,-7.225833333,-4.4725,-18.52833333,0.126666667,-7.340833333
13,2010,0.8278,290.1666667,0.111666667,290.1666667,0.111666667,0,0,0.1175,0.000833333,0.275833333,0,0.3275,0.1175,0.000833333,0.275833333,0,0.3275,0,0,0,0,0,0,0,0,0,0
13,2011,0.8278,513.5,0.1975,513.5,0.1975,0,0,0.209166667,0.000833333,0.275833333,0,0.340833333,0.209166667,0.000833333,0.275833333,0,0.340833333,0,0,0,0,0,0,0,0,0,0
13,2012,0.8278,336.0833333,0.128333333,336.0833333,0.128333333,0,0,0.154166667,0,0.069166667,0,0.379166667,0.154166667,0,0.069166667,0,0.379166667,0,0,0,0,0,0,0,0,0,0
13,2013,0.8278,335.4166667,0.129166667,335.4166667,0.129166667,0,0,0.160833333,0,0.138333333,0,0.383333333,0.160833333,0,0.138333333,0,0.383333333,0,0,0,0,0,0,0,0,0,0
13,2014,0.8278,381.3333333,0.1475,381.3333333,0.1475,0,0,0.143333333,0,0.276666667,0,0.304166667,0.143333333,0,0.276666667,0,0.304166667,0,0,0,0,0,0,0,0,0,0
14,2010,4890,1618948.667,624.5941667,1613667.583,622.5566667,-2.036666667,-0.370833333,3359.43,292.1775,108395,3054.265833,9524.565833,2640.1925,185.82,71720,3044.3025,7663.330833,-719.2375,-106.3575,-36675,-9.965,-1861.234167,-19.24,-33.48333333,-30.63083333,-0.370833333,-18.94083333
14,2011,4890,2804851.083,1082.119167,2806966,1082.935,0.815833333,0.073333333,5671.585,519.5625,198452.5,5291.558333,9582.6375,4330.91,330.89,114915,5295.549167,7272.391667,-1340.675,-188.6725,-83537.5,3.99,-2310.2475,-25.30666667,-32.685,-39.06666667,0.073333333,-25.37916667
14,2012,4890,1923779.083,742.1983333,1922927.25,741.87,-0.328333333,-0.039166667,8649.1875,385.0875,127547.5,3629.35,22517.88917,7447.0625,385.0875,98207.5,3627.743333,19338.39,-1202.125,0,-29340,-1.605,-3179.4975,-15.84916667,-9.411666667,-25.19916667,-0.039166667,-15.80416667
14,2013,4890,1808843.667,697.8558333,1814817.583,700.1608333,2.304166667,0.271666667,4738.0025,303.995,96170,3412.5175,11921.20667,4393.665,354.1175,97800,3423.786667,10842.70583,-344.3375,50.1225,1630,11.26916667,-1078.5,-9.32,9.076666667,-4.181666667,0.271666667,-9.574166667
14,2014,4890,2012027.25,776.2458333,2017720.083,778.44,2.1975,0.315833333,4373.6975,405.4625,131215,3795.839167,10065.5675,3996.76,437.2475,123472.5,3806.578333,9050.133333,-376.9375,31.785,-7742.5,10.73916667,-1015.433333,-11.25833333,4.123333333,-10.99,0.315833333,-11.5275
15,2010,41.252,13685.08333,5.279166667,13089.25,5.0525,-0.2325,-4.408333333,60.26,6.426666667,2729.5075,0.218333333,167.8433333,34.65833333,3.2875,1670.705833,0.2075,108.1958333,-25.60083333,-3.14,-1058.8025,-0.009166667,-59.64916667,-36.41,-40.0325,-28.8925,-4.408333333,-33.545
15,2011,41.252,23590.41667,9.100833333,23222.33333,8.959166667,-0.141666667,-1.76,96.0275,11.15166667,4424.2775,0.375833333,163.7291667,64.27416667,6.584166667,2781.0725,0.369166667,107.0925,-31.755,-4.5675,-1643.204167,-0.005833333,-56.63583333,-36.24416667,-40.79416667,-35.98,-1.76,-35.49333333
15,2012,41.252,16192.41667,6.2475,15717.66667,6.063333333,-0.183333333,-2.854166667,160.2366667,8.615,3265.784167,0.258333333,440.6583333,123.9566667,7.126666667,2231.046667,0.25,352.1325,-36.28166667,-1.49,-1034.7375,-0.006666667,-88.52333333,-26.43,-24.82583333,-30.8325,-2.854166667,-24.27083333
15,2013,41.252,14689.08333,5.6675,14244.41667,5.495833333,-0.171666667,-3.1575,99.15833333,6.840833333,2729.5075,0.234166667,259.9575,67.30833333,6.194166667,2220.7325,0.226666667,182.195,-31.85,-0.646666667,-508.775,-0.005833333,-77.76083333,-29.36166667,-11.13666667,-18.15166667,-3.1575,-27.23
15,2014,41.252,17317.5,6.683333333,16832.75,6.495833333,-0.1875,-3.005,83.19666667,10.71416667,4159.5775,0.275,186.2058333,66.50583333,9.436666667,3413.603333,0.2675,148.1541667,-16.69,-1.275833333,-745.9725,-0.006666667,-38.05083333,-23.2125,-17.41,-18.835,-3.005,-21.065
